cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
